pag eto nakapag aral kht grade lang makikita nya kung gano kabaho bf nya solvent boy,tl,,
what complete messtheyve got hit wall at some point with over population povertyi guess they will eventually start kill one another because clearly theres no government running country im sure they just sit back collect all money sick catholic church are corrupting young people further,en,,
im single cant get man soo am going outside from tomorrow play chinese garterclearly thats secret,en,,
oh my gosh if could would just want them all stay with me have better life am not rich but would definitely share what have its better than what they have they would be safe fed good shelter,en,,
why they live stupidjust why think god make their stupidity double from average ppl shud be whatever dis sick,en,,
am seriously sad didnt know this am dating filipino truly want marry her she deserves good life they all do,en,,
laws contradict each other,en,,
doesnt make sense age of consent but have get consent use contraceptives,fr,,
now understand why low life men go philippines,en,,
major media channels love making developing countries look very bad with stories like these especially whitewestern media do not trust these white people,en,,
quotbecause they feed me wellquot we have degraded ourself down level of animals,en,,
abortion illegal philippines because we are christian country but feel sorry those rape victims abortion only legal case of medical problems wherein mothers life at risk if she gets pregnant,en,,
